Vardas              Pavarde             ND1       ND2       ND3       ND4       ND5       ND6       ND7       ND8       ND9       ND10      ND11      ND12      ND13      ND14      ND15      Egz.      
Vardas517           Pavarde517          3         8         2         4         3         6         5         4         8         2         7         10        10        1         5         8         
Vardas518           Pavarde518          4         6         9         1         9         2         5         8         5         8         10        9         7         1         2         4         
Vardas519           Pavarde519          10        3         1         1         3         8         9         6         9         1         8         1         2         4         6         8         
Vardas520           Pavarde520          5         9         9         3         3         3         10        2         6         5         3         2         7         7         9         1         
Vardas521           Pavarde521          4         3         2         9         1         3         2         8         8         9         3         1         1         9         10        1         
Vardas522           Pavarde522          3         5         7         9         4         5         4         10        4         3         9         8         3         9         6         4         
Vardas523           Pavarde523          3         10        9         7         5         6         1         10        2         1         9         3         5         10        2         8         
Vardas524           Pavarde524          5         3         6         5         2         6         5         5         9         2         8         5         10        1         6         7         
Vardas525           Pavarde525          4         8         5         9         6         6         9         10        3         2         2         10        3         9         1         4         
Vardas526           Pavarde526          2         10        9         6         10        9         7         4         10        7         5         3         4         4         1         10        
Vardas527           Pavarde527          8         8         10        6         3         2         1         4         2         8         7         10        8         5         2         5         
Vardas528           Pavarde528          7         9         9         7         5         4         5         8         6         9         7         4         5         2         5         6         
Vardas529           Pavarde529          7         7         9         7         4         8         10        3         8         1         7         10        3         3         4         9         
Vardas530           Pavarde530          7         4         8         7         5         10        5         4         8         5         9         7         9         5         7         10        
Vardas531           Pavarde531          8         6         4         2         7         3         6         3         9         2         10        3         1         6         7         7         
Vardas532           Pavarde532          8         9         3         2         3         8         7         9         9         7         1         6         4         9         5         3         
Vardas533           Pavarde533          2         3         10        2         3         2         10        1         10        6         10        10        9         1         3         8         
Vardas534           Pavarde534          2         4         10        5         3         3         1         2         1         4         8         2         2         8         2         6         
Vardas535           Pavarde535          3         8         1         3         3         5         9         4         6         1         6         6         6         6         6         6         
Vardas536           Pavarde536          9         8         4         3         10        4         7         2         7         10        10        4         9         6         9         9         
Vardas537           Pavarde537          9         9         4         10        2         7         9         9         9         1         8         3         4         7         3         5         
Vardas538           Pavarde538          5         5         2         1         9         6         9         4         2         4         10        9         9         4         6         5         
Vardas539           Pavarde539          9         9         4         2         3         1         6         6         3         3         3         9         9         8         1         10        
Vardas540           Pavarde540          1         8         10        2         10        3         6         9         1         3         8         4         6         7         6         4         
Vardas541           Pavarde541          9         1         1         9         1         9         3         3         8         3         9         2         6         3         5         5         
Vardas542           Pavarde542          3         1         5         10        10        4         2         8         10        4         1         3         9         3         6         10        
Vardas543           Pavarde543          8         2         6         9         8         2         3         6         10        7         8         8         7         8         6         2         
Vardas544           Pavarde544          6         7         10        1         10        2         5         10        6         3         9         1         5         1         8         4         
Vardas545           Pavarde545          6         9         1         5         5         10        6         7         10        3         10        9         10        9         6         10        
Vardas546           Pavarde546          1         2         2         6         5         4         4         5         2         1         6         9         2         1         1         1         
Vardas547           Pavarde547          1         8         3         9         2         9         5         6         9         1         6         1         7         1         2         6         
Vardas548           Pavarde548          5         4         5         9         1         6         10        9         3         9         6         2         5         1         10        6         
Vardas549           Pavarde549          5         9         4         6         9         4         4         1         6         5         5         3         1         7         6         10        
Vardas550           Pavarde550          8         2         5         10        4         1         8         3         4         1         3         6         9         4         9         5         
Vardas551           Pavarde551          5         8         6         9         7         1         10        5         3         8         1         3         6         2         2         2         
Vardas552           Pavarde552          7         9         4         5         6         5         6         6         10        10        2         9         6         1         4         10        
Vardas553           Pavarde553          8         6         5         5         3         8         5         9         8         3         8         2         10        3         6         10        
Vardas554           Pavarde554          2         1         1         2         6         3         5         5         10        6         5         5         10        10        10        5         
Vardas555           Pavarde555          4         4         3         4         10        3         10        4         1         8         2         10        5         9         10        3         
Vardas556           Pavarde556          7         6         3         6         4         5         5         2         4         9         3         6         6         8         7         2         
Vardas557           Pavarde557          6         4         6         9         5         2         1         10        9         3         8         7         6         6         6         7         
Vardas558           Pavarde558          10        3         4         2         5         8         4         8         1         8         3         7         2         9         8         2         
Vardas559           Pavarde559          1         10        2         6         1         7         8         1         2         5         9         8         9         3         3         3         
Vardas560           Pavarde560          6         4         2         8         8         2         6         3         2         8         6         1         7         5         2         4         
Vardas561           Pavarde561          9         7         3         9         9         10        10        9         6         10        5         9         2         1         1         5         
Vardas562           Pavarde562          8         9         1         9         6         2         10        9         4         4         10        10        4         4         6         10        
Vardas563           Pavarde563          1         9         9         5         7         8         9         7         2         3         8         1         6         9         3         5         
Vardas564           Pavarde564          10        1         8         7         1         4         4         5         1         10        10        4         3         2         3         5         
Vardas565           Pavarde565          5         7         2         3         10        1         3         10        9         2         4         4         6         9         5         7         
Vardas566           Pavarde566          3         3         2         7         6         1         5         8         7         3         5         6         10        6         2         6         
Vardas567           Pavarde567          2         7         6         7         10        7         10        9         3         10        6         9         6         4         3         1         
Vardas568           Pavarde568          5         3         2         7         6         7         3         3         6         9         4         10        10        5         5         3         
Vardas569           Pavarde569          2         4         5         8         9         8         1         5         5         10        6         1         1         6         10        8         
Vardas570           Pavarde570          5         10        3         4         10        1         4         7         10        2         4         2         3         9         1         4         
Vardas571           Pavarde571          2         10        5         4         7         4         3         6         6         1         2         5         10        8         3         3         
Vardas572           Pavarde572          4         7         7         8         5         9         7         8         8         4         8         9         5         1         1         3         
Vardas573           Pavarde573          8         10        9         7         7         3         2         4         1         2         8         7         5         8         7         4         
Vardas574           Pavarde574          3         6         3         2         9         6         9         4         2         6         7         7         9         6         8         7         
Vardas575           Pavarde575          8         8         10        2         7         1         2         5         8         9         6         4         6         6         3         3         
Vardas576           Pavarde576          7         2         1         2         2         2         9         5         5         3         1         5         6         9         7         6         
Vardas577           Pavarde577          9         7         6         10        8         7         7         2         6         5         6         8         7         5         7         8         
Vardas578           Pavarde578          1         7         4         9         1         8         2         9         5         2         1         4         5         10        1         5         
Vardas579           Pavarde579          3         5         2         10        5         8         6         1         10        2         10        2         10        4         7         6         
Vardas580           Pavarde580          6         8         1         5         6         3         9         1         3         1         9         2         8         4         5         3         
Vardas581           Pavarde581          10        9         5         8         7         6         1         8         3         6         8         6         4         9         1         7         
Vardas582           Pavarde582          9         5         7         9         3         9         8         3         4         1         7         3         9         3         7         4         
Vardas583           Pavarde583          1         1         1         1         4         7         10        6         9         1         4         8         1         10        9         9         
Vardas584           Pavarde584          5         8         4         9         8         3         4         5         2         2         6         8         9         5         1         4         
Vardas585           Pavarde585          6         5         7         8         10        4         6         9         6         2         5         7         2         5         2         8         
Vardas586           Pavarde586          9         2         5         6         2         9         4         8         3         5         9         1         7         6         9         4         
Vardas587           Pavarde587          3         5         3         4         9         3         6         1         7         8         7         4         8         10        5         5         
Vardas588           Pavarde588          8         4         6         3         10        6         1         10        2         10        7         2         5         8         9         9         
Vardas589           Pavarde589          4         8         10        6         8         7         7         4         9         10        10        6         10        2         4         3         
Vardas590           Pavarde590          9         9         3         10        3         9         8         3         1         8         8         4         2         4         7         8         
Vardas591           Pavarde591          2         7         5         8         7         1         7         4         7         10        4         7         2         7         3         5         
Vardas592           Pavarde592          1         9         7         6         1         7         4         7         8         3         10        6         8         6         2         6         
Vardas593           Pavarde593          10        1         8         5         6         1         1         8         7         5         2         1         9         4         6         5         
Vardas594           Pavarde594          7         6         9         1         7         10        1         6         5         7         9         2         7         10        3         5         
Vardas595           Pavarde595          6         2         4         4         5         1         1         2         2         10        1         6         6         8         10        3         
Vardas596           Pavarde596          2         1         10        3         7         2         9         6         3         4         3         8         8         6         10        1         
Vardas597           Pavarde597          2         2         4         6         6         10        8         10        1         4         7         8         7         2         3         6         
Vardas598           Pavarde598          7         8         3         9         7         3         8         4         9         4         8         1         4         7         8         3         
Vardas599           Pavarde599          5         7         1         6         8         6         1         6         8         1         2         4         7         4         4         8         
Vardas600           Pavarde600          7         10        4         8         9         2         8         10        5         2         8         5         7         7         1         4         
Vardas601           Pavarde601          8         2         2         5         5         2         3         4         4         10        6         5         5         7         9         2         
Vardas602           Pavarde602          10        1         2         4         4         7         1         9         3         5         2         8         3         1         1         9         
Vardas603           Pavarde603          6         4         6         10        8         6         8         7         7         1         9         5         1         6         3         2         
Vardas604           Pavarde604          4         3         10        6         6         5         1         7         9         6         1         8         7         8         1         5         
Vardas605           Pavarde605          9         7         10        2         10        6         9         2         5         7         2         2         1         2         9         8         
Vardas606           Pavarde606          5         9         10        9         5         3         4         6         9         4         6         6         10        10        1         5         
Vardas607           Pavarde607          1         4         3         1         9         5         3         1         10        6         7         2         4         10        3         9         
Vardas608           Pavarde608          2         4         7         4         2         4         5         8         2         5         7         8         1         3         9         9         
Vardas609           Pavarde609          6         10        3         7         10        5         4         9         5         2         3         4         5         1         9         2         
Vardas610           Pavarde610          4         3         2         5         7         6         7         10        1         10        2         1         1         8         5         2         
Vardas611           Pavarde611          5         3         8         9         9         7         8         4         5         4         9         3         4         9         3         1         
Vardas612           Pavarde612          6         1         4         1         2         8         5         5         7         4         9         3         1         4         4         7         
Vardas613           Pavarde613          7         4         2         1         9         2         5         1         4         3         4         4         1         9         7         7         
Vardas614           Pavarde614          5         8         8         6         4         9         8         2         2         7         9         2         1         10        2         1         
Vardas615           Pavarde615          10        8         5         8         1         10        10        2         5         8         7         7         3         5         2         5         
Vardas616           Pavarde616          4         3         5         8         3         1         4         5         8         3         8         10        9         8         6         6         
Vardas617           Pavarde617          1         10        8         1         1         3         9         1         5         1         6         6         6         2         2         10        
Vardas618           Pavarde618          5         8         1         10        10        10        3         3         7         7         6         8         8         6         10        4         
Vardas619           Pavarde619          4         3         6         6         2         5         7         10        4         8         5         6         6         4         10        7         
Vardas620           Pavarde620          1         6         9         9         7         10        3         5         5         10        5         2         1         2         2         7         
Vardas621           Pavarde621          1         6         6         9         6         6         2         9         6         8         10        1         6         4         8         3         
Vardas622           Pavarde622          1         4         6         9         2         1         9         3         4         8         8         1         3         6         7         3         
Vardas623           Pavarde623          2         7         4         8         1         10        4         2         2         6         5         3         4         5         7         3         
Vardas624           Pavarde624          10        9         6         9         7         2         2         1         7         5         4         5         6         5         7         8         
Vardas625           Pavarde625          4         10        3         4         6         6         2         4         9         5         10        6         4         7         3         9         
Vardas626           Pavarde626          3         3         9         1         10        1         2         9         10        5         2         10        7         8         5         5         
Vardas627           Pavarde627          5         2         7         8         2         5         2         10        2         10        8         3         10        6         8         1         
Vardas628           Pavarde628          4         9         5         2         3         8         8         8         1         8         10        9         7         10        6         6         
Vardas629           Pavarde629          5         5         2         8         9         9         8         2         3         7         3         3         6         2         3         9         
Vardas630           Pavarde630          2         2         5         3         8         4         10        10        3         8         8         2         4         5         10        9         
Vardas631           Pavarde631          9         2         10        6         5         10        6         8         4         3         7         7         6         6         9         3         
Vardas632           Pavarde632          2         2         6         10        6         5         5         2         7         7         9         6         9         2         4         2         
Vardas633           Pavarde633          2         2         8         5         4         3         1         3         2         4         1         10        4         2         10        9         
Vardas634           Pavarde634          4         9         9         4         8         8         9         7         7         4         3         6         8         2         10        5         
Vardas635           Pavarde635          10        9         1         10        2         7         7         9         2         8         3         2         2         1         9         7         
Vardas636           Pavarde636          8         5         5         6         1         5         10        10        1         2         4         3         1         6         5         8         
Vardas637           Pavarde637          8         5         4         2         3         1         9         5         10        5         2         2         2         3         1         6         
Vardas638           Pavarde638          6         2         5         5         5         3         7         8         4         6         6         8         9         10        2         4         
Vardas639           Pavarde639          2         4         4         7         3         1         7         8         3         5         6         3         6         4         4         7         
Vardas640           Pavarde640          1         2         5         5         1         1         3         2         8         3         9         2         8         1         3         1         
Vardas641           Pavarde641          6         2         9         2         7         10        2         1         9         8         5         4         5         5         7         8         
Vardas642           Pavarde642          7         8         7         5         1         8         2         8         3         3         1         3         6         2         9         5         
Vardas643           Pavarde643          3         2         5         5         8         4         5         6         3         10        5         3         2         9         2         2         
Vardas644           Pavarde644          10        2         4         9         2         8         1         8         7         6         4         8         6         5         3         8         
Vardas645           Pavarde645          9         7         7         8         8         3         4         8         4         10        9         9         2         2         1         8         
Vardas646           Pavarde646          6         10        2         2         7         8         8         2         10        6         10        1         4         4         8         6         
Vardas647           Pavarde647          6         5         8         2         2         5         7         4         5         8         7         7         7         6         9         1         
Vardas648           Pavarde648          10        3         8         1         7         6         9         4         3         2         5         10        3         8         2         1         
Vardas649           Pavarde649          7         9         8         9         4         4         9         9         10        6         5         1         9         3         9         10        
Vardas650           Pavarde650          9         3         9         10        5         4         9         2         2         6         6         3         3         5         7         1         
Vardas651           Pavarde651          2         6         8         8         10        8         9         3         2         4         8         9         7         10        4         9         
Vardas652           Pavarde652          10        1         8         5         2         6         10        9         1         1         10        10        5         7         1         10        
Vardas653           Pavarde653          4         2         3         6         3         8         6         1         3         1         7         3         7         7         8         5         
Vardas654           Pavarde654          9         8         4         2         6         2         10        3         8         3         2         5         6         6         5         3         
Vardas655           Pavarde655          5         9         8         5         5         6         3         6         6         9         2         2         5         8         1         7         
Vardas656           Pavarde656          4         4         6         5         2         1         9         6         8         6         2         8         5         9         1         1         
Vardas657           Pavarde657          6         10        9         7         10        2         10        3         4         4         1         3         9         1         9         6         
Vardas658           Pavarde658          10        1         10        1         5         6         6         5         10        6         5         5         3         7         1         2         
Vardas659           Pavarde659          6         10        2         2         5         4         7         7         9         5         5         1         10        8         9         4         
Vardas660           Pavarde660          5         5         10        5         1         9         8         7         10        5         3         5         9         6         6         10        
Vardas661           Pavarde661          7         6         10        5         8         3         4         9         2         6         8         5         5         3         2         9         
Vardas662           Pavarde662          7         2         7         8         6         6         1         2         10        2         6         5         7         6         8         2         
Vardas663           Pavarde663          3         7         1         4         3         6         4         4         1         10        10        7         5         9         3         1         
Vardas664           Pavarde664          8         3         9         1         9         9         8         3         5         1         7         7         2         6         5         5         
Vardas665           Pavarde665          2         6         9         7         9         7         6         2         6         6         5         5         4         3         8         7         
Vardas666           Pavarde666          7         9         4         3         6         1         5         8         8         4         5         5         8         3         1         6         
Vardas667           Pavarde667          3         10        4         2         2         3         3         9         7         6         9         8         1         10        10        7         
Vardas668           Pavarde668          8         7         2         10        3         10        7         8         9         7         2         7         3         10        10        5         
Vardas669           Pavarde669          7         6         6         1         2         2         6         4         3         5         5         1         9         8         7         10        
Vardas670           Pavarde670          10        7         3         7         5         4         1         3         3         1         4         1         4         10        9         2         
Vardas671           Pavarde671          6         4         9         8         1         5         8         6         4         6         2         6         3         3         10        2         
Vardas672           Pavarde672          4         4         7         9         7         1         5         3         9         7         3         1         4         9         6         6         
Vardas673           Pavarde673          7         9         1         10        8         9         8         9         2         9         7         3         7         1         7         3         
Vardas674           Pavarde674          9         10        9         3         8         4         8         10        6         1         5         5         10        10        4         10        
Vardas675           Pavarde675          1         5         8         5         8         5         4         7         8         1         6         6         5         7         3         7         
Vardas676           Pavarde676          4         9         3         9         5         10        1         7         2         5         1         3         5         3         2         5         
Vardas677           Pavarde677          1         2         6         3         8         9         9         3         2         6         10        2         3         10        10        9         
Vardas678           Pavarde678          3         1         5         9         5         7         8         2         10        3         2         10        9         3         5         8         
Vardas679           Pavarde679          1         9         1         9         3         5         7         3         3         6         6         8         6         6         5         8         
Vardas680           Pavarde680          9         10        7         6         10        1         9         8         6         9         7         8         6         4         1         4         
Vardas681           Pavarde681          10        6         1         9         5         1         7         10        6         4         5         6         8         9         4         10        
Vardas682           Pavarde682          9         7         6         7         9         5         8         2         9         4         10        6         5         1         5         3         
Vardas683           Pavarde683          2         10        10        9         5         8         4         2         9         7         7         9         7         8         5         4         
Vardas684           Pavarde684          6         9         10        8         3         10        9         10        3         9         7         10        8         4         9         7         
Vardas685           Pavarde685          9         8         1         4         4         10        4         7         7         10        6         10        4         10        4         7         
Vardas686           Pavarde686          3         8         7         1         9         7         10        10        8         2         8         8         5         4         1         4         
Vardas687           Pavarde687          7         1         4         6         4         7         3         5         1         2         3         2         6         3         10        10        
Vardas688           Pavarde688          10        2         9         2         6         8         6         3         4         1         5         7         4         7         4         4         
Vardas689           Pavarde689          4         3         2         8         5         8         5         8         7         7         1         3         3         5         4         10        
Vardas690           Pavarde690          5         7         3         3         5         6         8         10        7         1         8         7         5         2         8         7         
Vardas691           Pavarde691          6         6         6         5         7         7         3         1         4         9         10        1         5         7         3         3         
Vardas692           Pavarde692          6         10        2         4         1         2         5         2         6         6         2         7         10        5         1         7         
Vardas693           Pavarde693          6         2         1         5         5         8         4         5         6         8         3         8         4         5         9         9         
Vardas694           Pavarde694          1         2         6         8         5         7         10        2         9         8         8         5         1         8         3         5         
Vardas695           Pavarde695          6         5         4         8         4         5         1         7         5         3         10        4         9         6         1         8         
Vardas696           Pavarde696          10        10        8         5         9         4         10        10        6         9         9         8         10        8         10        10        
Vardas697           Pavarde697          8         10        6         1         9         7         7         6         4         4         4         2         7         10        8         3         
Vardas698           Pavarde698          3         4         10        4         1         8         4         5         7         3         4         5         9         6         10        3         
Vardas699           Pavarde699          3         5         9         5         3         9         7         7         4         3         10        4         10        9         2         7         
Vardas700           Pavarde700          5         5         10        10        7         3         8         8         7         9         4         3         6         5         3         5         
Vardas701           Pavarde701          9         4         2         5         2         4         4         5         9         4         7         10        2         5         7         6         
Vardas702           Pavarde702          1         1         1         8         4         6         2         8         5         2         5         10        7         4         5         5         
Vardas703           Pavarde703          7         3         9         8         4         10        5         5         3         10        5         4         8         9         9         9         
Vardas704           Pavarde704          3         9         9         6         7         1         4         4         1         6         4         1         9         5         4         4         
Vardas705           Pavarde705          6         1         3         6         9         1         4         10        2         4         3         3         7         5         9         2         
Vardas706           Pavarde706          1         8         8         4         8         7         5         5         8         1         10        6         3         3         9         5         
Vardas707           Pavarde707          1         9         6         7         6         6         10        5         5         6         6         4         7         6         8         2         
Vardas708           Pavarde708          8         9         8         7         4         7         6         5         9         6         7         7         3         10        2         9         
Vardas709           Pavarde709          6         10        3         7         2         6         7         9         9         3         1         10        6         1         9         8         
Vardas710           Pavarde710          4         6         4         8         7         8         9         9         4         5         5         4         7         4         7         3         
Vardas711           Pavarde711          4         8         5         3         5         5         2         5         8         1         5         10        7         4         10        3         
Vardas712           Pavarde712          10        6         5         8         7         7         8         7         6         6         5         4         9         1         10        1         
Vardas713           Pavarde713          10        1         5         5         2         8         8         9         8         6         4         10        3         6         6         1         
Vardas714           Pavarde714          1         4         10        5         6         9         8         3         10        7         4         2         6         1         2         5         
Vardas715           Pavarde715          2         7         10        5         10        4         1         4         9         9         8         7         1         9         10        6         
Vardas716           Pavarde716          1         8         8         5         10        9         4         6         7         1         5         10        2         1         10        4         
Vardas717           Pavarde717          6         3         6         4         7         2         1         4         1         9         9         10        6         4         9         6         
Vardas718           Pavarde718          4         8         9         8         7         5         5         10        6         6         8         3         1         1         5         9         
Vardas719           Pavarde719          5         7         9         3         1         3         2         1         10        9         7         5         9         7         4         3         
Vardas720           Pavarde720          3         8         2         3         10        5         6         6         2         1         4         10        5         4         8         5         
Vardas721           Pavarde721          4         4         3         7         6         5         9         7         1         1         6         9         5         8         4         9         
Vardas722           Pavarde722          8         5         1         6         4         4         5         2         9         2         1         6         9         10        7         9         
Vardas723           Pavarde723          5         8         1         3         6         8         1         1         8         10        8         6         8         9         3         8         
Vardas724           Pavarde724          3         7         2         8         6         3         3         10        8         3         7         9         7         10        2         2         
Vardas725           Pavarde725          7         2         5         2         6         5         6         5         7         7         3         2         3         9         7         5         
Vardas726           Pavarde726          4         4         5         3         9         8         8         5         5         10        6         1         7         1         3         1         
Vardas727           Pavarde727          6         10        7         2         9         3         5         4         6         9         3         10        2         5         8         2         
Vardas728           Pavarde728          10        8         6         5         3         2         7         3         1         6         4         8         1         5         4         3         
Vardas729           Pavarde729          4         5         3         9         9         5         10        7         7         1         7         10        7         3         3         2         
Vardas730           Pavarde730          2         3         7         1         8         5         4         4         9         7         4         10        9         4         9         6         
Vardas731           Pavarde731          6         9         5         7         3         6         6         8         8         7         1         1         5         4         3         9         
Vardas732           Pavarde732          9         9         1         2         6         10        1         1         6         7         6         10        1         7         2         8         
Vardas733           Pavarde733          2         4         1         6         8         10        3         7         3         3         8         6         7         2         6         4         
Vardas734           Pavarde734          8         2         4         9         3         6         2         4         10        8         3         5         6         1         6         9         
Vardas735           Pavarde735          9         4         4         3         6         7         5         9         3         9         5         3         6         8         7         4         
Vardas736           Pavarde736          1         4         1         4         2         7         1         4         5         9         4         2         4         1         10        4         
Vardas737           Pavarde737          7         4         4         9         1         9         1         8         4         8         4         10        5         6         9         7         
Vardas738           Pavarde738          7         8         10        8         8         8         4         2         1         3         1         7         5         10        1         5         
Vardas739           Pavarde739          6         8         7         1         5         4         3         9         6         10        2         10        3         9         10        6         
