Vardas              Pavarde             ND1       ND2       ND3       ND4       ND5       ND6       ND7       ND8       ND9       ND10      ND11      ND12      ND13      ND14      ND15      Egz.      
Vardas4183          Pavarde4183         1         3         3         8         2         4         1         7         8         1         10        8         7         6         8         2         
Vardas4184          Pavarde4184         4         10        2         4         6         7         4         5         5         10        3         2         3         8         9         5         
Vardas4185          Pavarde4185         10        9         5         1         3         5         7         6         1         9         10        4         7         8         5         8         
Vardas4186          Pavarde4186         4         9         5         2         4         8         4         9         3         8         1         2         2         2         6         10        
Vardas4187          Pavarde4187         5         6         5         10        9         8         5         9         8         8         1         4         5         9         6         2         
Vardas4188          Pavarde4188         1         1         7         4         9         2         4         3         6         4         7         4         9         3         6         10        
Vardas4189          Pavarde4189         9         5         8         3         4         3         9         4         1         5         5         7         8         2         7         5         
Vardas4190          Pavarde4190         6         3         4         6         7         7         8         9         6         3         7         3         3         3         9         1         
Vardas4191          Pavarde4191         3         3         8         9         6         10        9         2         4         4         9         5         8         7         7         4         
Vardas4192          Pavarde4192         7         6         4         1         10        3         10        1         7         2         2         8         7         8         1         10        
Vardas4193          Pavarde4193         1         9         6         2         3         1         9         9         4         10        3         4         4         1         9         8         
Vardas4194          Pavarde4194         7         9         9         2         6         6         8         4         10        10        1         9         6         6         6         10        
Vardas4195          Pavarde4195         3         3         10        8         7         5         4         10        7         10        4         1         9         4         3         6         
Vardas4196          Pavarde4196         2         8         1         1         2         4         4         4         5         2         4         3         9         7         6         10        
Vardas4197          Pavarde4197         6         9         2         5         6         8         2         8         2         10        6         2         4         5         7         4         
Vardas4198          Pavarde4198         5         5         5         4         4         1         1         8         6         1         10        6         9         2         3         5         
Vardas4199          Pavarde4199         5         6         7         7         10        5         3         10        7         6         4         6         5         7         10        7         
Vardas4200          Pavarde4200         9         8         4         6         7         1         8         10        10        4         6         2         6         6         10        7         
Vardas4201          Pavarde4201         5         10        1         1         10        4         9         3         10        6         5         2         6         3         4         2         
Vardas4202          Pavarde4202         2         3         8         7         1         6         1         9         6         2         8         4         7         1         7         2         
Vardas4203          Pavarde4203         2         1         8         3         10        10        1         1         7         2         10        2         6         1         8         10        
Vardas4204          Pavarde4204         6         8         1         6         3         6         2         10        6         1         3         2         6         10        10        5         
Vardas4205          Pavarde4205         10        8         1         5         10        6         5         7         3         5         8         4         2         3         5         5         
Vardas4206          Pavarde4206         8         6         1         9         3         9         10        9         8         3         2         9         3         2         8         7         
Vardas4207          Pavarde4207         2         1         6         8         5         10        4         2         10        7         4         7         10        9         10        7         
Vardas4208          Pavarde4208         8         10        7         6         10        4         2         3         10        4         9         1         4         6         7         1         
Vardas4209          Pavarde4209         1         7         2         7         7         4         5         9         1         8         1         7         4         4         2         7         
Vardas4210          Pavarde4210         8         10        1         2         3         1         2         4         6         4         9         5         9         5         6         2         
Vardas4211          Pavarde4211         6         8         6         6         3         2         3         8         7         1         10        10        6         4         3         7         
Vardas4212          Pavarde4212         7         7         8         1         10        5         10        8         3         7         1         8         6         3         3         2         
Vardas4213          Pavarde4213         9         10        7         4         7         10        10        1         5         7         3         8         8         7         8         8         
Vardas4214          Pavarde4214         4         4         10        3         1         10        4         4         8         10        2         2         6         10        4         1         
Vardas4215          Pavarde4215         1         4         7         3         2         1         7         4         5         7         5         8         2         10        10        8         
Vardas4216          Pavarde4216         6         8         5         8         1         2         1         1         7         1         5         5         3         1         3         6         
Vardas4217          Pavarde4217         6         2         2         7         2         1         8         8         2         10        7         5         1         8         4         7         
Vardas4218          Pavarde4218         5         10        1         9         3         4         6         3         4         8         7         10        3         2         5         3         
Vardas4219          Pavarde4219         4         1         5         7         8         1         7         6         4         6         9         5         1         1         8         2         
Vardas4220          Pavarde4220         2         8         2         3         1         5         1         9         1         8         1         1         4         2         2         2         
Vardas4221          Pavarde4221         10        9         7         10        10        6         7         1         1         9         7         8         10        5         1         7         
Vardas4222          Pavarde4222         1         8         3         2         8         6         5         8         1         8         7         5         6         3         5         1         
Vardas4223          Pavarde4223         9         2         3         7         7         6         10        3         3         4         4         2         2         8         3         10        
Vardas4224          Pavarde4224         5         3         2         5         9         4         1         7         9         4         2         2         3         10        7         8         
Vardas4225          Pavarde4225         1         7         2         7         3         5         7         2         2         1         9         10        10        4         1         6         
Vardas4226          Pavarde4226         10        3         10        9         6         3         7         2         8         8         3         4         10        9         2         9         
Vardas4227          Pavarde4227         1         1         8         9         7         5         10        6         3         5         3         3         7         10        7         7         
Vardas4228          Pavarde4228         8         1         9         5         6         9         3         5         5         4         8         6         2         9         2         9         
Vardas4229          Pavarde4229         4         1         9         2         3         1         4         3         8         3         6         4         10        9         6         9         
Vardas4230          Pavarde4230         2         5         7         3         4         1         10        5         3         7         6         9         5         10        5         7         
Vardas4231          Pavarde4231         8         1         6         2         5         4         10        6         3         4         3         10        3         8         10        5         
Vardas4232          Pavarde4232         4         6         1         2         8         2         7         8         10        2         10        3         8         6         2         5         
Vardas4233          Pavarde4233         4         4         6         3         6         6         6         10        10        2         4         1         6         1         6         1         
Vardas4234          Pavarde4234         10        9         4         10        6         5         7         2         10        5         10        8         5         8         5         9         
Vardas4235          Pavarde4235         3         9         7         4         3         7         7         9         4         9         6         2         10        3         3         4         
Vardas4236          Pavarde4236         6         5         8         2         8         8         7         6         1         6         3         4         3         8         6         6         
Vardas4237          Pavarde4237         3         4         4         7         4         2         8         1         4         7         3         7         2         10        10        3         
Vardas4238          Pavarde4238         1         8         7         5         4         9         1         1         3         7         2         1         8         9         4         2         
Vardas4239          Pavarde4239         10        9         3         8         2         3         5         2         5         9         10        5         1         4         3         2         
Vardas4240          Pavarde4240         2         1         4         9         1         3         9         5         8         5         8         6         5         2         5         3         
Vardas4241          Pavarde4241         2         10        9         7         4         3         6         4         5         6         10        4         8         6         8         4         
Vardas4242          Pavarde4242         1         5         5         4         8         7         3         2         6         3         5         4         5         6         8         1         
Vardas4243          Pavarde4243         8         8         10        10        7         3         10        9         6         1         2         7         4         10        3         4         
Vardas4244          Pavarde4244         10        10        1         1         4         3         5         7         5         3         1         5         4         6         3         2         
Vardas4245          Pavarde4245         6         10        1         10        9         7         4         2         7         5         8         7         7         10        7         5         
Vardas4246          Pavarde4246         4         6         4         3         3         4         6         3         5         7         10        3         7         9         8         9         
Vardas4247          Pavarde4247         9         6         2         1         6         4         2         3         10        7         8         1         8         1         2         3         
Vardas4248          Pavarde4248         2         8         7         6         5         10        1         8         9         7         8         2         3         8         2         2         
Vardas4249          Pavarde4249         5         3         1         5         9         6         2         6         6         8         7         9         1         5         4         4         
Vardas4250          Pavarde4250         10        2         2         1         7         5         8         1         4         10        10        7         7         5         4         6         
Vardas4251          Pavarde4251         8         4         2         10        1         7         3         7         6         6         2         2         7         2         6         7         
Vardas4252          Pavarde4252         1         7         2         2         3         6         6         9         3         9         2         10        6         4         9         10        
Vardas4253          Pavarde4253         3         4         9         3         4         6         8         1         10        10        9         5         6         8         3         9         
Vardas4254          Pavarde4254         7         4         7         2         7         7         5         8         7         4         8         5         6         5         10        3         
Vardas4255          Pavarde4255         7         1         6         6         6         6         6         8         8         4         2         1         10        5         2         10        
Vardas4256          Pavarde4256         6         6         6         9         8         2         1         9         1         10        5         2         1         2         9         4         
Vardas4257          Pavarde4257         8         5         2         3         7         9         5         8         2         6         5         3         5         10        5         6         
Vardas4258          Pavarde4258         9         2         10        3         1         4         7         7         2         7         4         4         2         5         6         9         
Vardas4259          Pavarde4259         1         4         9         5         2         3         2         8         6         1         6         1         1         10        1         3         
Vardas4260          Pavarde4260         5         10        7         8         10        1         9         10        2         1         6         8         8         1         8         1         
Vardas4261          Pavarde4261         1         10        2         10        9         4         7         8         6         8         3         6         8         9         8         9         
Vardas4262          Pavarde4262         5         7         1         3         4         2         9         4         6         7         10        9         6         9         4         6         
Vardas4263          Pavarde4263         3         7         4         3         3         5         7         6         6         10        2         9         1         10        3         4         
Vardas4264          Pavarde4264         8         5         4         10        10        9         3         6         3         2         5         8         4         1         5         7         
Vardas4265          Pavarde4265         8         9         6         3         8         4         4         8         7         10        8         9         2         10        2         6         
Vardas4266          Pavarde4266         8         2         1         4         2         2         4         10        7         9         2         3         9         7         10        7         
Vardas4267          Pavarde4267         7         4         6         4         6         1         2         3         6         7         8         5         5         4         10        8         
Vardas4268          Pavarde4268         4         2         5         4         1         8         8         5         10        3         7         10        10        3         8         6         
Vardas4269          Pavarde4269         9         4         10        4         10        9         10        5         7         10        9         8         3         9         4         8         
Vardas4270          Pavarde4270         4         10        5         5         10        8         10        4         9         2         3         1         4         4         4         6         
Vardas4271          Pavarde4271         1         2         8         7         5         4         3         2         4         3         4         1         10        8         5         5         
Vardas4272          Pavarde4272         6         8         2         1         4         3         1         2         6         5         10        3         4         8         7         10        
Vardas4273          Pavarde4273         8         8         5         9         9         10        10        7         8         3         9         6         5         10        4         1         
Vardas4274          Pavarde4274         2         7         9         9         5         9         4         7         4         6         3         5         4         3         10        4         
Vardas4275          Pavarde4275         6         2         2         4         1         6         8         3         6         1         10        9         9         5         1         7         
Vardas4276          Pavarde4276         9         5         4         10        9         9         7         7         10        6         3         1         2         6         2         3         
Vardas4277          Pavarde4277         8         1         8         9         8         5         3         6         9         9         1         7         9         4         2         8         
Vardas4278          Pavarde4278         1         5         4         9         10        7         2         10        8         3         2         9         5         6         1         10        
Vardas4279          Pavarde4279         9         6         3         8         4         1         9         6         3         2         4         1         6         5         7         9         
Vardas4280          Pavarde4280         8         3         3         6         4         6         8         4         6         10        2         5         10        7         7         2         
Vardas4281          Pavarde4281         8         3         9         6         7         6         10        8         6         1         3         6         7         3         2         6         
Vardas4282          Pavarde4282         7         4         2         8         3         6         4         3         7         3         1         7         9         9         7         10        
Vardas4283          Pavarde4283         10        5         9         8         7         1         5         2         1         6         9         6         7         1         4         7         
Vardas4284          Pavarde4284         10        9         7         8         9         1         5         6         5         10        4         7         7         3         1         6         
Vardas4285          Pavarde4285         6         5         1         3         5         4         9         10        6         10        10        8         2         6         7         7         
Vardas4286          Pavarde4286         8         6         10        5         4         4         7         6         10        4         4         10        1         9         6         1         
Vardas4287          Pavarde4287         10        4         7         10        4         10        1         1         2         9         1         2         5         8         6         7         
Vardas4288          Pavarde4288         1         3         6         8         1         1         3         8         4         8         10        7         2         6         7         4         
Vardas4289          Pavarde4289         8         4         1         6         2         9         2         10        7         7         6         4         10        5         6         9         
Vardas4290          Pavarde4290         2         7         7         3         10        10        4         4         8         3         1         7         10        9         9         5         
Vardas4291          Pavarde4291         5         5         9         7         9         10        5         4         5         8         2         6         3         8         2         7         
Vardas4292          Pavarde4292         10        8         4         1         8         5         4         1         10        1         9         4         6         8         6         5         
Vardas4293          Pavarde4293         7         4         8         1         7         8         3         3         9         4         5         8         1         1         9         5         
Vardas4294          Pavarde4294         5         10        9         6         7         7         4         4         8         4         10        4         5         9         5         2         
Vardas4295          Pavarde4295         8         5         3         5         10        8         9         10        7         6         2         7         1         1         7         8         
Vardas4296          Pavarde4296         7         7         6         2         5         10        4         1         2         8         1         2         8         3         5         6         
Vardas4297          Pavarde4297         2         1         7         6         3         3         1         7         1         6         8         7         5         5         7         9         
Vardas4298          Pavarde4298         4         1         4         5         10        8         4         5         2         7         8         3         6         7         9         10        
Vardas4299          Pavarde4299         3         7         7         7         9         5         8         3         3         4         5         8         6         5         3         8         
Vardas4300          Pavarde4300         5         1         5         9         2         4         8         9         4         2         2         1         9         9         4         3         
Vardas4301          Pavarde4301         2         5         6         4         10        2         1         8         5         8         9         3         6         1         9         5         
Vardas4302          Pavarde4302         4         10        7         4         10        8         6         3         7         10        8         1         5         6         3         1         
Vardas4303          Pavarde4303         9         10        3         10        9         4         2         2         9         4         1         2         5         8         8         10        
Vardas4304          Pavarde4304         2         2         1         8         4         2         2         1         9         10        9         2         2         5         10        3         
Vardas4305          Pavarde4305         3         1         9         8         9         6         8         4         5         2         8         4         1         3         7         6         
Vardas4306          Pavarde4306         2         10        10        9         1         1         2         8         8         3         6         8         2         5         8         8         
Vardas4307          Pavarde4307         7         5         2         6         7         2         10        6         8         4         7         9         10        7         3         10        
Vardas4308          Pavarde4308         1         1         1         2         7         1         1         5         3         10        1         7         4         9         3         1         
Vardas4309          Pavarde4309         5         3         8         9         6         3         4         10        8         7         10        9         7         4         4         8         
Vardas4310          Pavarde4310         6         5         10        5         5         6         4         6         10        8         1         7         3         1         3         2         
Vardas4311          Pavarde4311         3         6         1         2         3         6         2         8         9         1         1         4         2         5         9         6         
Vardas4312          Pavarde4312         7         2         3         1         3         6         3         10        8         7         9         6         4         6         1         3         
Vardas4313          Pavarde4313         9         2         3         8         8         10        9         3         3         9         3         1         8         10        6         5         
Vardas4314          Pavarde4314         6         9         1         1         4         5         10        9         8         9         9         4         8         3         7         2         
Vardas4315          Pavarde4315         2         3         5         7         3         6         6         7         6         6         8         8         4         4         1         3         
Vardas4316          Pavarde4316         10        8         1         10        1         5         3         8         1         5         10        2         9         5         8         3         
Vardas4317          Pavarde4317         9         9         8         8         1         9         2         8         6         1         1         10        9         7         5         8         
Vardas4318          Pavarde4318         8         3         5         5         9         9         6         8         9         5         2         7         1         10        6         9         
Vardas4319          Pavarde4319         6         4         3         10        5         2         10        4         2         7         4         1         5         6         5         9         
Vardas4320          Pavarde4320         6         1         6         6         5         2         2         2         3         6         7         5         8         9         10        10        
Vardas4321          Pavarde4321         6         6         1         6         8         4         2         4         5         3         7         9         10        5         8         6         
Vardas4322          Pavarde4322         1         9         7         2         8         10        7         4         8         3         3         10        10        4         5         8         
Vardas4323          Pavarde4323         4         5         3         4         5         2         7         8         8         5         7         1         5         3         3         9         
Vardas4324          Pavarde4324         6         5         6         2         8         10        1         10        1         3         8         6         3         1         5         10        
Vardas4325          Pavarde4325         1         7         6         2         7         8         10        7         4         10        2         5         8         8         5         6         
Vardas4326          Pavarde4326         10        10        4         9         2         9         6         1         3         7         3         9         1         10        8         2         
Vardas4327          Pavarde4327         2         3         6         4         6         1         3         8         3         9         5         8         10        5         10        8         
Vardas4328          Pavarde4328         9         2         6         4         6         6         5         10        6         1         6         7         4         4         3         8         
Vardas4329          Pavarde4329         1         3         1         2         1         8         7         5         1         7         7         7         7         10        1         10        
Vardas4330          Pavarde4330         5         2         2         10        5         2         7         10        10        4         3         8         1         9         2         5         
Vardas4331          Pavarde4331         3         5         7         1         8         4         4         4         1         7         1         8         8         3         2         7         
Vardas4332          Pavarde4332         3         5         4         2         8         3         5         7         7         2         4         10        8         7         6         6         
Vardas4333          Pavarde4333         2         10        6         4         4         7         2         7         10        9         5         7         8         9         5         8         
Vardas4334          Pavarde4334         5         7         9         9         1         7         7         1         10        5         9         7         4         7         2         9         
Vardas4335          Pavarde4335         7         7         1         2         1         10        5         7         1         4         9         1         6         6         6         9         
Vardas4336          Pavarde4336         3         5         1         8         9         9         8         10        7         7         3         3         8         7         9         10        
Vardas4337          Pavarde4337         4         6         3         8         3         5         9         9         6         3         8         9         2         1         8         4         
Vardas4338          Pavarde4338         4         1         3         9         4         9         5         10        3         8         4         8         7         9         4         10        
Vardas4339          Pavarde4339         5         7         5         6         8         7         5         10        2         3         8         8         9         1         2         9         
Vardas4340          Pavarde4340         6         4         5         6         10        7         8         6         7         4         5         10        2         2         4         4         
Vardas4341          Pavarde4341         7         7         8         4         3         10        10        8         4         1         8         5         1         4         8         3         
Vardas4342          Pavarde4342         6         3         9         2         5         10        6         1         6         4         3         4         7         10        3         7         
Vardas4343          Pavarde4343         7         8         4         5         6         4         2         1         6         5         8         7         9         3         6         5         
Vardas4344          Pavarde4344         2         9         9         4         8         6         10        9         10        1         2         3         10        8         2         2         
Vardas4345          Pavarde4345         7         1         1         4         10        6         10        6         3         5         2         3         5         6         5         3         
Vardas4346          Pavarde4346         7         8         3         3         8         3         4         6         3         5         8         1         5         1         5         1         
Vardas4347          Pavarde4347         1         7         9         6         3         3         9         1         1         6         3         3         10        8         8         1         
Vardas4348          Pavarde4348         5         7         5         8         3         2         8         8         1         7         10        8         8         7         7         5         
Vardas4349          Pavarde4349         7         7         1         7         10        8         4         9         7         9         8         4         10        8         6         6         
Vardas4350          Pavarde4350         2         1         8         8         7         3         5         8         4         4         10        8         8         2         2         1         
Vardas4351          Pavarde4351         7         5         5         3         7         7         4         4         9         2         3         9         3         5         4         3         
Vardas4352          Pavarde4352         2         5         4         9         8         9         3         8         3         3         4         2         10        1         8         6         
Vardas4353          Pavarde4353         1         5         8         5         8         7         5         10        4         9         4         3         4         3         6         7         
Vardas4354          Pavarde4354         2         2         8         5         3         8         10        7         4         8         8         8         10        1         4         8         
Vardas4355          Pavarde4355         3         6         5         7         3         4         3         4         2         9         3         10        8         9         9         7         
Vardas4356          Pavarde4356         5         7         4         8         9         10        2         9         4         5         8         3         3         5         10        4         
Vardas4357          Pavarde4357         2         6         6         9         7         3         7         5         2         8         6         6         9         8         8         1         
Vardas4358          Pavarde4358         2         1         8         5         6         1         3         6         7         4         4         3         1         5         5         5         
Vardas4359          Pavarde4359         5         2         7         7         7         5         5         6         10        7         5         6         3         10        8         1         
Vardas4360          Pavarde4360         9         2         9         3         2         7         5         7         9         2         7         8         4         9         10        1         
Vardas4361          Pavarde4361         1         5         6         8         6         4         6         7         9         3         10        5         9         9         8         6         
Vardas4362          Pavarde4362         9         2         3         9         3         4         9         8         8         5         6         4         4         6         1         10        
Vardas4363          Pavarde4363         3         10        3         5         5         1         1         2         9         1         9         10        7         8         10        3         
Vardas4364          Pavarde4364         8         5         6         5         3         8         1         8         2         9         4         2         3         8         10        1         
Vardas4365          Pavarde4365         6         3         2         8         10        1         6         3         4         7         9         1         8         9         5         7         
Vardas4366          Pavarde4366         5         8         10        10        4         6         8         6         8         3         3         8         2         7         9         4         
Vardas4367          Pavarde4367         1         3         4         6         9         10        10        10        7         5         4         10        3         2         7         5         
Vardas4368          Pavarde4368         1         8         8         2         4         9         9         2         8         5         10        2         10        5         1         4         
Vardas4369          Pavarde4369         9         4         3         3         7         2         10        2         9         2         6         2         1         4         7         10        
Vardas4370          Pavarde4370         6         2         6         3         1         1         2         8         5         8         4         10        6         1         4         10        
Vardas4371          Pavarde4371         5         4         1         7         6         7         2         4         8         7         6         5         10        7         9         5         
Vardas4372          Pavarde4372         8         8         7         3         9         9         3         5         4         6         10        1         2         7         10        3         
Vardas4373          Pavarde4373         6         1         8         1         10        8         5         10        1         8         7         7         7         7         10        6         
Vardas4374          Pavarde4374         7         1         9         8         4         6         5         4         7         1         1         3         4         7         4         7         
Vardas4375          Pavarde4375         2         7         10        7         7         5         9         3         6         5         5         8         8         3         10        2         
Vardas4376          Pavarde4376         4         4         3         5         7         9         5         4         8         9         8         10        2         3         2         4         
Vardas4377          Pavarde4377         7         10        5         5         2         4         2         8         3         3         3         3         4         2         10        8         
Vardas4378          Pavarde4378         8         8         3         4         1         7         9         6         2         6         5         10        10        9         5         1         
Vardas4379          Pavarde4379         8         7         5         9         4         9         10        3         4         5         2         4         5         7         3         2         
Vardas4380          Pavarde4380         7         7         4         5         6         7         9         2         6         8         4         8         5         4         7         1         
Vardas4381          Pavarde4381         1         7         4         10        3         3         2         4         3         2         10        5         7         10        3         6         
Vardas4382          Pavarde4382         6         1         6         9         5         9         8         9         9         5         9         8         7         4         4         5         
Vardas4383          Pavarde4383         1         1         6         4         8         9         7         6         2         3         7         4         2         4         5         10        
Vardas4384          Pavarde4384         5         2         4         7         7         2         6         8         1         9         2         10        7         2         8         6         
Vardas4385          Pavarde4385         4         7         2         9         8         4         7         4         7         10        3         6         9         9         7         5         
Vardas4386          Pavarde4386         4         6         6         9         5         8         7         4         6         7         1         9         8         3         9         4         
Vardas4387          Pavarde4387         2         10        2         6         5         1         6         2         7         2         1         4         3         9         10        4         
Vardas4388          Pavarde4388         9         6         7         7         5         3         4         3         4         4         4         5         8         9         5         6         
Vardas4389          Pavarde4389         7         6         4         7         9         4         1         5         6         4         2         6         5         5         10        9         
Vardas4390          Pavarde4390         3         10        6         5         2         6         7         5         6         9         7         1         3         9         7         10        
Vardas4391          Pavarde4391         3         2         9         6         9         3         2         8         2         10        4         4         2         4         7         5         
Vardas4392          Pavarde4392         9         8         5         9         3         4         2         10        2         4         2         9         9         9         7         10        
Vardas4393          Pavarde4393         8         6         10        1         1         9         2         2         1         8         9         10        2         3         2         1         
Vardas4394          Pavarde4394         8         7         10        2         2         1         2         5         7         3         4         7         2         1         2         6         
Vardas4395          Pavarde4395         9         5         9         6         2         3         9         1         3         5         8         4         3         6         2         2         
Vardas4396          Pavarde4396         4         8         9         3         3         9         2         10        1         9         2         6         3         1         6         5         
Vardas4397          Pavarde4397         1         5         7         5         4         6         8         2         2         4         3         7         8         1         9         7         
Vardas4398          Pavarde4398         8         9         7         5         9         4         1         5         10        10        7         6         3         1         1         1         
Vardas4399          Pavarde4399         7         8         8         1         8         10        4         8         4         5         2         2         3         10        2         2         
Vardas4400          Pavarde4400         5         3         9         10        5         4         6         2         10        9         2         2         9         4         5         10        
Vardas4401          Pavarde4401         9         5         6         4         3         1         7         2         6         5         2         4         9         6         5         3         
Vardas4402          Pavarde4402         9         5         7         5         4         9         2         9         1         2         2         9         7         1         7         9         
Vardas4403          Pavarde4403         7         9         3         1         10        7         5         8         3         10        2         1         10        7         1         5         
Vardas4404          Pavarde4404         5         4         1         1         6         3         5         4         3         9         3         3         10        10        2         8         
Vardas4405          Pavarde4405         3         7         1         5         8         5         5         2         6         9         7         8         8         8         5         3         
